medcodeid,readterm,cancer
1217360013,"Malignant neoplasm, overlapping lesion of hypopharynx",1
1219468014,"Malignant neoplasm, overlapping lesion of larynx",1
719931000006113,"Malignant neoplasm, overlapping lesion of major saliv gland",1
1219467016,"Malignant neoplasm, overlapping lesion of nasopharynx",1
1215862010,"Malignant neoplasm, overlapping lesion of oesophagus",1
1219538019,"Malignant neoplasm, overlapping lesion of pancreas",1
1219540012,"Malignant neoplasm, overlapping lesion of penis",1
1219535016,"Malignant neoplasm, overlapping lesion of small intestine",1
1219534017,"Malignant neoplasm, overlapping lesion of stomach",1
720001000006119,"Malignant neoplasm,overlap lesion periph nerve & auton ns",1
720011000006116,"Malignant neoplasm-pluriglandular involvement,unspecified",1
720021000006112,"Malignant neoplasm/bones+articular cartilage/limb,unspfd",1
720031000006110,Malignant neoplasm/overlap lesion/bone+articulr cartilage,1
720041000006117,Malignant neoplasm/overlapping lesion/feml genital organs,1
720051000006115,"Malignant neoplasm/peripheral nerves of trunk,unspecified",1
881291000006118,Malignant neoplasms,1
289566011,Malignant neoplasms of independent (primary) multiple sites,1
289849019,Malignant neoplasms of lymphoid and histiocytic tissue NOS,1
1219531013,Malignant overlapping lesion of tongue,1
289867014,"Malignant plasma cell neoplasm, extramedullary plasmacytoma",1
138104014,Malignant pleural effusion,1
720161000006119,Malignant reticuloendotheliosis,1
445587010,Malignant reticulosis,1
2549374014,Malignant sacral teratoma,1
380059013,Malignant tumour of unknown origin,1
414253015,Maltoma,1
123978016,Mantle cell lymphoma,1
716861000006117,Mast cell disease,1
716871000006112,Mast cell leukaemia,1
289786012,Mast cell malignancy of intra-abdominal lymph nodes,1
289789017,Mast cell malignancy of intrapelvic lymph nodes,1
289785011,Mast cell malignancy of intrathoracic lymph nodes,1
716911000006110,Mast cell malignancy of lymph nodes inguinal region and leg,1
289787015,Mast cell malignancy of lymph nodes of axilla and upper limb,1
289784010,"Mast cell malignancy of lymph nodes of head, face and neck",1
289791013,Mast cell malignancy of lymph nodes of multiple sites,1
289790014,Mast cell malignancy of spleen,1
289783016,Mast cell malignancy of unspecified site,1
203313019,Mastocytosis,1
2872860018,Mature B-cell leukaemia Burkitt-type,1
1815301000006117,Mature T/NK-cell lymphoma,1
62349016,Meckel's diverticulum,1
313874017,Meckel's diverticulum NOS,1
313868017,"Meckel's diverticulum, unspecified",1
2870725010,Mediastinal (thymic) large B-cell lymphoma,1
289949018,Megakaryocytic leukaemia,1
450988016,Megakaryocytic myelosclerosis,1
698821000006119,Megakaryocytic myelosclerosis,1
748701000000110,Megavoltage treatment for complex radiotherapy,1
748681000000113,Megavoltage treatment for simple radiotherapy,1
880161000006114,Melanoma - head/neck,1
880191000006118,Melanoma - lower limb,1
880171000006119,Melanoma - trunk,1
880181000006116,Melanoma - upper limb,1
459719019,Melanoma in situ of back,1
459501013,Melanoma in situ of back of hand,1
711081000006111,Melanoma in situ of ear and external auricular canal,1
173823013,"Melanoma in situ of eyelid, including canthus",1
173821010,Melanoma in situ of lip,1
711111000006117,"Melanoma in situ of lower limb, including hip",1
711121000006113,Melanoma in situ of other and unspecified parts of face,1
173825018,Melanoma in situ of scalp,1
290856018,Melanoma in situ of scalp and neck,1
335843013,Melanoma in situ of skin,1
173833017,Melanoma in situ of trunk,1
711171000006114,"Melanoma in situ of upper limb, including shoulder",1
711181000006112,"Melanoma in situ, unspecified",1
880151000006112,Melanoma of skin,1
990551000006111,Melanoma of skin NOS,1
880201000006115,Melanoma of skin NOS,1
103180017,Mesothelioma,1
173941016,Mesothelioma of pericardium,1
174532014,Mesothelioma of peritoneum,1
705211000006111,Mesothelioma of pleura,1
704711000006119,Metastases of respiratory and/or digestive systems,1
881301000006117,Metastatic Carcinoma,1
297901016,Metastatic disseminated retinitis,1
424994016,Mild cervical dysplasia,1
413204012,Mild vaginal dysplasia,1
702131000006116,Mild vulvar dysplasia,1
1815061000006118,Mixed cellularity classical Hodgkin lymphoma,1
424998018,Moderate cervical dysplasia,1
413207017,Moderate vaginal dysplasia,1
700141000006113,Moderate vulvar dysplasia,1
289919015,Monoblastic leukaemia,1
289917018,Monocytic leukaemia,1
880881000006113,Monocytic leukaemia - acute,1
880891000006111,Monocytic leukaemia - chronic,1
880901000006110,Monocytic leukaemia - subacute,1
289933015,Monocytic leukaemia NOS,1
414252013,Mucosa-associated lymphoma,1
1815261000006114,Multifocal and unisystemic Langerhans-cell histiocytosis,1
1815241000006110,Multifocal multisystemic dissem Langerhans-cell histiocytosi,1
344820010,Multiple myeloma,1
1653961000006118,Multiple self-healing epithelioma of Ferguson-Smith,1
379246013,Multiple self-healing epithelioma of Ferguson-Smith,1
297583014,Myasthenic syndrome due to disease EC,1
297592012,Myasthenic syndrome due to disease NOS,1
297584015,Myasthenic syndrome due to other malignancy,1
2663191017,Mycosis fungoides,1
289739013,Mycosis fungoides NOS,1
157071014,Mycosis fungoides of intra-abdominal lymph nodes,1
157072019,Mycosis fungoides of intrapelvic lymph nodes,1
157073012,Mycosis fungoides of intrathoracic lymph nodes,1
157075017,Mycosis fungoides of lymph nodes of axilla and upper limb,1
683691000006113,Mycosis fungoides of lymph nodes of inguinal region and leg,1
289738017,Mycosis fungoides of lymph nodes of multiple sites,1
157081013,Mycosis fungoides of spleen,1
683721000006115,"Mycosis fungoides of the lymph nodes of head, face and neck",1
289727017,Mycosis fungoides of unspecified site,1
1815691000006116,Myelodysplastic and myeloproliferative disease,1
289892012,Myeloid leukaemia,1
880851000006117,Myeloid leukaemia - acute,1
880861000006115,Myeloid leukaemia - chronic,1
880871000006110,Myeloid leukaemia - subacute,1
289912012,Myeloid leukaemia NOS,1
157091019,Myeloid sarcoma,1
289905015,Myeloid sarcoma NOS,1
683191000006119,Myeloma - solitary,1
344819016,Myelomatosis,1
289974015,Myelomonocytic leukaemia,1
682691000006117,Myopathy due to malignant disease,1
680761000006117,"Neo/uncertn+unknwn behav/lymph,h'matopetc+rel tiss,unspcf",1
1779731000006118,Neoadjuvant chemotherapy,1
2156761000000117,Neoadjuvant chemotherapy,1
354341016,Nephrotic syndrome with pseudohermaphroditism,1
677251000006118,Nettleship's syndrome,1
144849016,Neuroblastoma,1
2168431000000112,Nodular lymphocyte predominant Hodgkin lymphoma,1
673611000006113,Nodular lymphoma (Brill - Symmers disease),1
289726014,Nodular lymphoma NOS,1
157686016,Nodular lymphoma of intra-abdominal lymph nodes,1
157687013,Nodular lymphoma of intrapelvic lymph nodes,1
157688015,Nodular lymphoma of intrathoracic lymph nodes,1
289721016,Nodular lymphoma of lymph nodes of axilla and upper limb,1
289718018,"Nodular lymphoma of lymph nodes of head, face and neck",1
673681000006118,Nodular lymphoma of lymph nodes of inguinal region and leg,1
157692010,Nodular lymphoma of lymph nodes of multiple sites,1
157693017,Nodular lymphoma of spleen,1
289717011,Nodular lymphoma of unspecified site,1
1815051000006115,Nodular sclerosis classical Hodgkin lymphoma,1
587201000006115,Non - Hodgkin's lymphoma,1
853831000006113,Non hodgkin lymphoma,1
2839871014,Non-Hodgkin lymphoma,1
2168861000000117,Non-follicular lymphoma,1
1773131000006117,Non-small cell lung cancer,1
586281000006110,Non-urgent radiotherapy admisn,1
1815451000006113,Nonfollicular lymphoma,1
1216486011,Oesophageal cancer,1
42511000033112,Oestrogens In Malignant Diseases,1
867621000006111,Open bladder tumour fulgurat.,1
867631000006114,Open bladder tumour resection,1
397167015,Oral chemotherapy,1
42541000006112,Oral cytotoxic drug therapy,1
491111000000116,Oral delivery of radiotherapy for thyroid ablation,1
892311000006114,Osteitis deformans - Paget's,1
41171000006115,Osteitis deformans - Paget's disease of the bone,1
312008014,Osteitis deformans in neoplastic disease,1
40641000006114,Osteoma,1
444834014,Osteoma,1
2870704010,Osteomyelofibrosis,1
312137011,Osteoporosis in multiple myelomatosis,1
2164653019,Osteosarcoma,1
39671000006114,Oth and unspecif peripheral & cutaneous T-cell lymphomas,1
289955011,Other and unspecified leukaemia,1
289959017,Other and unspecified leukaemia NOS,1
1906641000006111,Other chemotherapy drugs,1
1815091000006114,Other classical Hodgkin lymphoma,1
289971011,Other leukaemia of unspecified cell type,1
289881011,Other lymphoid leukaemia,1
289888017,Other lymphoid leukaemia NOS,1
289565010,Other malignant neoplasm NOS,1
289713010,Other malignant neoplasm of lymphoid and histiocytic tissue,1
403700013,Other malignant neoplasm of skin,1
1815431000006118,Other mature T/NK-cell lymphoma,1
289926015,Other monocytic leukaemia,1
289930017,Other monocytic leukaemia NOS,1
289907011,Other myeloid leukaemia,1
289911017,Other myeloid leukaemia NOS,1
1815491000006119,Other non-follicular lymphoma,1
406048010,Other nuclear therapy,1
262896017,Other nuclear therapy NOS,1
226211000000111,Other pituitary/adrenal hormones,1
880541000006116,Other primary Ca NOS,1
880551000006119,Other primary carcinomas,1
262895018,Other radiotherapy NOS,1
262881016,Other radiotherapy misc.,1
387871000000117,Other specified delivery of chemotherapy for neoplasm,1
387891000000118,Other specified delivery of oral chemotherapy for neoplasm,1
289934014,Other specified leukaemia,1
289960010,Other specified leukaemia NOS,1
1906671000006115,Other specified other chemotherapy drugs,1
747941000000114,Other specified preparation for brachytherapy,1
747851000000119,Other specified preparation for external beam radiotherapy,1
385801000000117,Other specified radiotherapy delivery,1
382021000000110,Other specified radiotherapy preparation,1
373701000000118,Other specified radiotherapy procedures,1
382081000000111,Other specified radiotherapy volume definition,1
289613017,Other specified reticulosarcoma or lymphosarcoma,1
749001000000117,Other specified support for preparation for radiotherapy,1
1815231000006117,Other types of follicular lymphoma,1
289813015,Other types of follicular non-Hodgkin's lymphoma,1
247091000006118,Overlapping malign lesion of retroperitoneum and peritoneum,1
173816012,Overlapping malignant melanoma of skin,1
459732012,Pain from metastases,1
414849013,Pancoast's syndrome,1
1488429015,Paraneoplastic antibody level,1
216227011,Pathological fracture due to metastatic bone disease,1
472961000000117,Patient on regional cancer register,1
2659756011,Peripheral T-cell lymphoma,1
62350016,Persistent omphalomesenteric duct,1
229731000006113,Persistent omphalomesenteric duct,1
229901000006119,Persistent vitelline duct,1
62351017,Persistent vitelline duct,1
444773019,Phaeochromocytoma,1
361611000000119,Plaque radiotherapy to lesion of retina,1
201743012,Plasma cell leukaemia,1
225051000006119,Plasmacytoma NOS,1
451430017,Plasmacytoma NOS,1
219181000006119,Pleural fluid: malignant cells,1
1234144017,Polyneuropathy in malignant disease,1
1488599013,Post-operartive chemotherapy,1
1221143017,Post-radiotherapy hypopituitarism,1
1488598017,Pre-operative chemotherapy,1
747901000000111,Preparation for brachytherapy,1
747921000000119,Preparation for brachytherapy NOS,1
747711000000111,Preparation for external beam radiotherapy,1
747871000000111,Preparation for external beam radiotherapy NOS,1
342851019,Primary angiosarcoma of liver,1
288690014,Primary carcinoma of liver,1
1815421000006116,Primary cutaneous CD30-positive T-cell proliferations,1
6363951000006117,Primary malignant neoplasm,1
157732017,Primary malignant neoplasm of liver,1
288692018,Primary malignant neoplasm of liver NOS,1
1773111000006111,Primary malignant neoplasm of lung,1
454091013,Primary malignant neoplasm of unknown site,1
411399019,Primary vulval cancer,1
1554871000006110,Procurement drugs for chemotherapy for neoplasm in bands 1-5,1
42611000033113,Progestogens In Malignant Disease,1
261695019,Progress of radiotherapy,1
202801000006110,Prolymphocytic leukaemia,1
2168671000000111,Prolymphocytic leukaemia of B-cell type,1
2168661000000116,Prolymphocytic leukaemia of T-cell type,1
925031000006110,Prophylactic chemotherapy,1
401505010,Prophylactic chemotherapy,1
264301012,Prophylactic chemotherapy NOS,1
2453201000000117,Prostate cancer care review,1
1842181000006111,Prostate cancer follow up - enhanced services administration,1
1805901000006116,Prostatic intraepithelial neoplasia,1
379770011,Prostatic intraepithelial neoplasia,1
261679019,Purpose of radiotherapy,1
223181000000115,Queyrats's erythroplasia,1
189731000006115,Radiation therapy,1
282394015,Radiation/phototherapy NOS,1
190111000006116,Radio-chemotherapy NOS,1
262819011,Radioactive drug therapy,1
190521000006116,"Radiological proced/radiotherapy+complication, no blame, NOS",1
190531000006118,"Radiological procedure with complication, without blame",1
190541000006111,"Radiological procedures/radiotherapy + complication,no blame",1
261675013,Radiological tumour control,1
262871015,Radiomimetic chemotherapy,1
1778767018,Radionuclide therapy,1
2693115017,Radiotherapy,1
1786803010,Radiotherapy - internal,1
191091000006118,Radiotherapy - post-op.control,1
191101000006112,Radiotherapy - pre-op. control,1
191111000006110,Radiotherapy -intra-op.control,1
191171000006118,Radiotherapy NEC,1
261697010,Radiotherapy changed,1
261699013,Radiotherapy completed,1
372601000000117,Radiotherapy delivery,1
381961000000110,Radiotherapy delivery NOS,1
283785018,Radiotherapy follow-up,1
261689015,Radiotherapy for analgesia,1
261690012,Radiotherapy for inflammation,1
372501000000116,Radiotherapy preparation,1
382041000000115,Radiotherapy preparation NOS,1
191181000006115,"Radiotherapy procedure with complication, without blame",1
1231220012,Radiotherapy procedures,1
373681000000115,Radiotherapy procedures NOS,1
261700014,Radiotherapy progress NOS,1
261694015,Radiotherapy purpose - NOS,1
283855017,Radiotherapy self-referral,1
261696018,Radiotherapy started,1
261698017,Radiotherapy stopped,1
266761014,Radiotherapy to lacrimal gland,1
191251000006115,Radiotherapy to lesion of conjunctiva,1
191261000006118,Radiotherapy to lesion of cornea,1
266092016,Radiotherapy to lesion of peripheral nerve,1
347303012,Radiotherapy to lesion of retina,1
284199015,Radiotherapy treatment groups,1
372521000000113,Radiotherapy volume definition,1
382061000000119,Radiotherapy volume definition NOS,1
191301000006110,Radiotherapy-tumour palliation,1
379089019,Rectal carcinoma,1
982801000006112,Recurrence of cancer confirmed,1
283682011,Referred for radiotherapy,1
1775301000006110,Referred to Cancer Service,1
62821000000118,Referred to cancer primary healthcare multidisciplinary team,1
354521013,Renal involvement in malignant disease,1
177051000006111,Renal malignant neoplasm,1
2614161000000116,Resistance to antineoplastic drug,1
1211679013,Reticulosarcoma,1
169581000006112,Reticulosarcoma - follicular or nodular,1
289590012,Reticulosarcoma NOS,1
157745018,Reticulosarcoma of intra-abdominal lymph nodes,1
157746017,Reticulosarcoma of intrapelvic lymph nodes,1
157747014,Reticulosarcoma of intrathoracic lymph nodes,1
289585014,Reticulosarcoma of lymph nodes of axilla and upper limb,1
289582012,"Reticulosarcoma of lymph nodes of head, face and neck",1
169651000006115,Reticulosarcoma of lymph nodes of inguinal region and leg,1
157751011,Reticulosarcoma of lymph nodes of multiple sites,1
157752016,Reticulosarcoma of spleen,1
289581017,Reticulosarcoma of unspecified site,1
289614011,Reticulosarcoma or lymphosarcoma NOS,1
853821000006110,Rodent ulcer,1
379315011,Rodent ulcer,1
380093012,Sarcoma of bone and connective tissue,1
1815251000006112,Sarcoma of dendritic cells,1
880691000006112,Secondary Ca - specified sites,1
988741000006117,Secondary Ca GIT,1
880661000006116,Secondary Ca GIT,1
880751000006111,Secondary Ca NOS,1
880731000006116,Secondary Ca bone/bone marrow,1
880721000006119,Secondary Ca brain/spinal cord,1
880701000006112,Secondary Ca kidney,1
880681000006114,Secondary Ca liver,1
880671000006111,Secondary Ca lung,1
880741000006114,Secondary Ca ovary,1
880711000006110,Secondary Ca skin,1
157481000006111,Secondary and unspec malig neop ant mediastinal lymph nodes,1
157491000006114,Secondary and unspec malig neop anterior cervical LN,1
157501000006118,Secondary and unspec malig neop axilla and upper limb LN,1
157511000006115,Secondary and unspec malig neop axilla and upper limb LN NOS,1
157521000006111,Secondary and unspec malig neop axillary lymph nodes,1
157531000006114,Secondary and unspec malig neop bronchopulmonary lymph nodes,1
157541000006116,Secondary and unspec malig neop circumflex iliac LN,1
157551000006119,Secondary and unspec malig neop coeliac lymph nodes,1
157561000006117,Secondary and unspec malig neop common iliac lymph nodes,1
157571000006112,Secondary and unspec malig neop deep cervical LN,1
157581000006110,Secondary and unspec malig neop deep inguinal lymph nodes,1
157591000006113,Secondary and unspec malig neop deep parotid lymph nodes,1
157601000006117,Secondary and unspec malig neop diaphragmatic lymph nodes,1
157611000006119,Secondary and unspec malig neop external iliac lymph nodes,1
157621000006110,Secondary and unspec malig neop inferior epigastric LN,1
157631000006113,Secondary and unspec malig neop inferior mesenteric LN,1
157641000006115,Secondary and unspec malig neop inferior tracheobronchial LN,1
157651000006118,Secondary and unspec malig neop infraclavicular lymph nodes,1
157661000006116,Secondary and unspec malig neop inguinal and lower limb LN,1
157671000006111,Secondary and unspec malig neop intercostal lymph nodes,1
157681000006114,Secondary and unspec malig neop internal iliac lymph nodes,1
157691000006112,Secondary and unspec malig neop internal mammary lymph nodes,1
157701000006112,Secondary and unspec malig neop intra-abdominal LN NOS,1
157711000006110,Secondary and unspec malig neop intra-abdominal lymph nodes,1
157721000006119,Secondary and unspec malig neop intrapelvic LN NOS,1
157731000006116,Secondary and unspec malig neop intrapelvic lymph nodes,1
157741000006114,Secondary and unspec malig neop intrathoracic LN NOS,1
157751000006111,Secondary and unspec malig neop intrathoracic lymph nodes,1
157781000006115,Secondary and unspec malig neop lymph nodes NOS,1
157761000006113,Secondary and unspec malig neop lymph nodes head/face/neck,1
157771000006118,Secondary and unspec malig neop lymph nodes multiple sites,1
157801000006116,Secondary and unspec malig neop of facial lymph nodes,1
157811000006118,Secondary and unspec malig neop of inguinal and leg LN NOS,1
157821000006114,Secondary and unspec malig neop of superficial parotid LN,1
157831000006112,Secondary and unspec malig neop paratracheal lymph nodes,1
157841000006119,Secondary and unspec malig neop pectoral lymph nodes,1
157861000006115,Secondary and unspec malig neop post mediastinal lymph nodes,1
157871000006110,Secondary and unspec malig neop pulmonary lymph nodes,1
157881000006113,Secondary and unspec malig neop sacral lymph nodes,1
157891000006111,Secondary and unspec malig neop submandibular lymph nodes,1
157901000006110,Secondary and unspec malig neop submental lymph nodes,1
157911000006113,Secondary and unspec malig neop superfic tracheobronchial LN,1
157921000006117,Secondary and unspec malig neop superficial cervical LN,1
157931000006119,Secondary and unspec malig neop superficial inguinal LN,1
157941000006112,Secondary and unspec malig neop superficial mesenteric LN,1
157951000006114,Secondary and unspec malig neop supratrochlear lymph nodes,1
157961000006111,Secondary and unspec malignant neoplasm mastoid lymph nodes,1
157971000006116,Secondary and unspec malignant neoplasm occipital lymph node,1
406333010,Secondary and unspecified malignant neoplasm of lymph nodes,1
289554017,Secondary cancer of the cervix,1
511385013,Secondary cancer of the vulva,1
380206018,Secondary carcinoma of other specified sites,1
380193010,Secondary carcinoma of respiratory and/or digestive systems,1
151101000006116,Secondary malig neop of large intestine or rectum NOS,1
151111000006118,Secondary malig neop of respiratory and digestive systems,1
151121000006114,Secondary malig neop of respiratory or digestive system NOS,1
151131000006112,Secondary malig neop of retroperitoneum and peritoneum,1
151141000006119,Secondary malig neop of retroperitoneum or peritoneum NOS,1
151151000006117,Secondary malig neop of small intestine or duodenum NOS,1
155711012,Secondary malignant neoplasm of adrenal gland,1
155773015,Secondary malignant neoplasm of bladder,1
1235814012,Secondary malignant neoplasm of bone and bone marrow,1
155879014,Secondary malignant neoplasm of brain,1
289546019,Secondary malignant neoplasm of brain and spinal cord,1
289549014,Secondary malignant neoplasm of brain or spinal cord NOS,1
511250010,Secondary malignant neoplasm of breast,1
289553011,Secondary malignant neoplasm of cervix uteri,1
155967013,Secondary malignant neoplasm of colon,1
156007019,Secondary malignant neoplasm of duodenum,1
289557012,Secondary malignant neoplasm of epididymis and vas deferens,1
156169017,Secondary malignant neoplasm of ileum,1
156231017,Secondary malignant neoplasm of jejunum,1
156237018,Secondary malignant neoplasm of kidney,1
151321000006111,Secondary malignant neoplasm of large intestine and rectum,1
156291015,Secondary malignant neoplasm of liver,1
151331000006114,Secondary malignant neoplasm of liver,1
1815011000006116,Secondary malignant neoplasm of liver intrahepatic bile duct,1
156319016,Secondary malignant neoplasm of lung,1
156375015,Secondary malignant neoplasm of mediastinum,1
289530010,Secondary malignant neoplasm of other digestive organ,1
289550014,Secondary malignant neoplasm of other part of nervous system,1
289515018,Secondary malignant neoplasm of other respiratory organs,1
289559010,Secondary malignant neoplasm of other specified site NOS,1
151401000006110,Secondary malignant neoplasm of other specified site NOS,1
406266011,Secondary malignant neoplasm of other specified sites,1
151421000006117,Secondary malignant neoplasm of other specified sites,1
289536016,Secondary malignant neoplasm of other urinary organ NOS,1
289535017,Secondary malignant neoplasm of other urinary organs,1
156493015,Secondary malignant neoplasm of ovary,1
156557015,Secondary malignant neoplasm of penis,1
1235875018,Secondary malignant neoplasm of peritoneum,1
156585018,Secondary malignant neoplasm of pleura,1
156607018,Secondary malignant neoplasm of prostate,1
156627017,Secondary malignant neoplasm of rectum,1
1215809015,Secondary malignant neoplasm of retroperitoneum,1
156777013,Secondary malignant neoplasm of skin,1
289545015,Secondary malignant neoplasm of skin NOS,1
156699010,Secondary malignant neoplasm of skin of breast,1
156719018,Secondary malignant neoplasm of skin of face,1
289538015,Secondary malignant neoplasm of skin of head,1
289543010,Secondary malignant neoplasm of skin of hip and leg,1
156747019,Secondary malignant neoplasm of skin of neck,1
289542017,Secondary malignant neoplasm of skin of shoulder and arm,1
156765015,Secondary malignant neoplasm of skin of trunk,1
151621000006119,Secondary malignant neoplasm of small intestine and duodenum,1
156825010,Secondary malignant neoplasm of spinal cord,1
156883018,Secondary malignant neoplasm of testis,1
156919012,Secondary malignant neoplasm of tongue,1
409845013,Secondary malignant neoplasm of unknown site,1
156973018,Secondary malignant neoplasm of ureter,1
156977017,Secondary malignant neoplasm of urethra,1
156989015,Secondary malignant neoplasm of uterus,1
156997010,Secondary malignant neoplasm of vagina,1
157025019,Secondary malignant neoplasm of vulva,1
880611000006119,Secondary nodes - axilla/arm,1
880581000006110,Secondary nodes - head/neck,1
880621000006110,Secondary nodes - inguinal/leg,1
880601000006117,Secondary nodes - intra.abdom.,1
880631000006113,Secondary nodes - intrapelvic,1
880641000006115,Secondary nodes - multiple,1
880591000006113,Secondary nodes -intrathoracic,1
880651000006118,Secondary nodes NOS,1
494050018,Secondary polycythaemia,1
294495017,Secondary polycythaemia NOS,1
152611000006116,Secondary unspec malig neop lymph nodes head/face/neck NOS,1
285276016,Seen in radiotherapy clinic,1
154341000006119,Seen in radiotherapy clinic,1
1545611000006118,Selective internal radiotherapy microspheres lesion of liver,1
457319014,Seminoma of descended testis,1
380180017,Seminoma of testis,1
457318018,Seminoma of undescended testis,1
146211000006117,"Severe vaginal dysplasia, not elsewhere classified",1
146221000006113,"Severe vulvar dysplasia, not elsewhere classified",1
6711000033112,Sex Hormones And Antagonists In Malignant Disease,1
2168831000000110,Sezary disease,1
146651000006118,Sezary's disease,1
289749011,Sezary's disease NOS,1
289743012,Sezary's disease of intra-abdominal lymph nodes,1
289746016,Sezary's disease of intrapelvic lymph nodes,1
289742019,Sezary's disease of intrathoracic lymph nodes,1
289744018,Sezary's disease of lymph nodes of axilla and upper limb,1
289741014,"Sezary's disease of lymph nodes of head, face and neck",1
146721000006119,Sezary's disease of lymph nodes of inguinal region and leg,1
289748015,Sezary's disease of lymph nodes of multiple sites,1
146741000006114,Sezary's disease of spleen,1
289740010,Sezary's disease of unspecified site,1
140251000006119,Short dis.+contact radiotherap,1
140261000006117,Short dist/contact radioth NOS,1
638841000000113,Siewert type I adenocarcinoma,1
638721000000113,Siewert type II adenocarcinoma,1
638821000000118,Siewert type III adenocarcinoma,1
1815461000006110,Small cell B-cell lymphoma,1
1773121000006115,Small cell lung cancer,1
139571000006117,Solitary myeloma,1
18484012,Solitary plasmacytoma,1
1488663010,Squamous cell carcinoma antigen level,1
1773141000006110,Squamous cell carcinoma of lung,1
379223011,Squamous cell carcinoma of skin,1
556501000000116,Squamous cell carcinoma of skin NOS,1
304259014,Squamous metaplasia of bladder,1
51216011,Squamous metaplasia of cervix,1
456846015,Squamous metaplasia of lung,1
1488795016,Stereotactic radiotherapy,1
1908611000006111,Stewart-Treves syndrome,1
103875012,Stewart-Treves syndrome,1
289968015,Subacute leukaemia NOS,1
289880012,Subacute lymphoid leukaemia,1
289924017,Subacute monocytic leukaemia,1
289901012,Subacute myeloid leukaemia,1
289980011,Subacute myelomonocytic leukaemia,1
394638014,Subcutaneous chemotherapy,1
452954017,Subcutaneous drug therapy,1
1815391000006112,Subcutaneous panniculitic T-cell lymphoma,1
2872133010,Subcutaneous panniculitis-like T-cell lymphoma,1
748721000000118,Superficial or orthovoltage treatment for radiotherapy,1
748761000000114,Support for preparation for radiotherapy,1
748781000000117,Support for preparation for radiotherapy NOS,1
414151014,T-cell prolymphocytic leukaemia,1
344657018,T-zone lymphoma,1
207325017,T/NK-cell lymphoma,1
485445011,Teletherapy,1
289948014,Thrombocytic leukaemia,1
101681000006111,Thyroid tumour/metast irradiat,1
879691000006112,Tongue carcinoma,1
931991000006113,Transitional cell ca bladder,1
344806015,True histiocytic lymphoma,1
414230016,Tumour lysis syndrome,1
1774711000006113,Tumour stage T1a,1
1774721000006117,Tumour stage T1b,1
1774731000006119,Tumour stage T2a,1
1774741000006112,Tumour stage T2b,1
1774751000006114,Tumour stage T3a,1
1774761000006111,Tumour stage T3b,1
1774771000006116,Tumour stage T4,1
1774631000006111,Tumour stage finding,1
378528014,Tumour staging,1
1562151000006111,Under care cancer primary healthcare multidisciplinary team,1
2168481000000111,Unifocal Langerhans-cell histiocytosis,1
81401000006110,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes,1
81411000006113,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm,1
81421000006117,Unspec malig neop lymphoid/histiocytic lymph node head/neck,1
81431000006119,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg,1
81441000006112,Unspec malig neop lymphoid/histiocytic of intrapelvic nodes,1
81451000006114,Unspec malig neop lymphoid/histiocytic of intrathoracic node,1
81461000006111,Unspec malig neop lymphoid/histiocytic of multiple sites,1
81471000006116,Unspec malig neop lymphoid/histiocytic of spleen,1
81481000006118,Unspec malig neop lymphoid/histiocytic of unspecified site,1
82041000006113,Unspecified B-cell non-Hodgkin's lymphoma,1
1906681000006117,Unspecified other chemotherapy drugs,1
130662013,Urticaria pigmentosa,1
413202011,Vaginal intraepithelial neoplasia grade 1,1
413205013,Vaginal intraepithelial neoplasia grade 2,1
1770471000006116,Vaginal intraepithelial neoplasia grade 3,1
298769012,Visual cortex disorder due to neoplasm,1
298762015,Visual pathway disorder due to neoplasm,1
1555741000006110,"Vol defin superf deep X-ray, elect megavoltag radio sim calc",1
1555711000006111,Volume definit multiple phases complex radiotherapy dosimetr,1
510113012,Vulval intraepithelial neoplasia,1
413210012,Vulval intraepithelial neoplasia grade 1,1
413211011,Vulval intraepithelial neoplasia grade 2,1
413216018,Vulval intraepithelial neoplasia grade 3,1
2168841000000118,Waldenstrom macroglobulinaemia,1
293380012,Waldenstrom's macroglobulinaemia,1
1859381000006117,Wells DVT score - active cancer,1
1859531000006112,Wells PE score - malignancy,1
1847541000006113,Wilms' tumour + nephrotic syndrome + pseudohermaphroditism,1
261676014,X-ray metastasis control,1
261677017,X-ray radiotherapy control,1
55721000006115,X-ray therapy -external,1
291960011,[M] Alpha heavy chain disease,1
304071000006110,[M] Angioendotheliomatosis,1
1225763012,[M] Cutaneous lymphoma,1
291962015,[M] Gamma heavy chain disease,1
215918011,[M] Immunoproliferative small intestinal disease,1
291963013,[M] Large cell lymphoma,1
304151000006118,[M] Monocytoid B-cell lymphoma,1
291959018,[M] Peripheral T-cell lymphoma NOS,1
291778013,[M] Small cell osteosarcoma,1
304251000006114,[M]Acidophil carcinoma,1
304271000006116,[M]Acinar cell carcinoma,1
1221446018,"[M]Acral lentiginous melanoma, malignant",1
304331000006110,[M]Acute erythraemia,1
1220818019,[M]Acute infancy reticulosis,1
1216160012,[M]Acute leukaemia NOS,1
292006015,[M]Acute lymphoid leukaemia,1
292073010,[M]Acute megakaryoblastic leukaemia,1
304381000006111,[M]Acute monocytic leukaemia,1
292075015,[M]Acute myelofibrosis,1
